 stabbr, psuid, wt_nrdad, lolv, lnlv, hhmn, lolvnliv, r_type, grnd_cn, singmult, r_res3, lowflor, bldg_age, r_basemt, basentr, gaswthtr, tight, ventfreq
MI    ,            72,   23952.801,       0.057,       0.560,       0.048, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
MI    ,            72,   23952.801,       0.211,       0.592,       0.211, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    , 98    ,  1    ,  2    ,  5    
MI    ,            72,   23952.801,       1.110,       1.110,       0.494, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    , 98    ,  1    ,  2    ,  4    
MI    ,            72,   27131.874,       0.153,       0.153,       0.153, 2     , 77    , 2     , 1     , 1     ,  2    , 94    ,  1    ,  2    ,  2    ,  1    ,  5    
MI    ,            72,   23550.525,       0.000,       0.000,       0.000, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  1    ,  2    ,  2    ,  3    ,  5    
MI    ,            72,   23952.801,       0.247,       0.228,       0.215, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
MI    ,            72,   23952.801,       0.621,       0.621,       0.300, 2     ,  5    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  2    
MI    ,            72,   23952.801,       0.465,       0.465,       0.232, 2     ,  4    , 1     , 2     , 3     , 77    , 94    ,  1    ,  1    ,  2    ,  3    ,  1    
MI    ,            72,   23952.801,       0.613,       0.613,       0.488, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    , 98    ,  1    ,  1    ,  1    
MI    ,            72,   26625.174,       0.583,       1.428,       0.583, 1     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  3    ,  4    
MI    ,            72,   23952.801,       2.835,       2.835,       1.083, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
MI    ,            72,   23952.801,       4.509,       4.509,       3.509, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
MI    ,            72,   23952.801,       0.772,       1.406,       0.772, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  4    
MI    ,            72,   23952.801,       2.029,       2.029,       1.439, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
MI    ,            72,   23952.801,       1.165,       1.165,       1.018, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  4    
IL    ,            58,    8542.286,       0.829,       0.829,       0.739, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            58,    7684.896,       2.972,       2.972,       1.560, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            58,    7684.896,       0.971,       0.971,       0.518, 2     ,  4    , 1     , 2     , 3     , 77    , 94    ,  1    ,  2    ,  1    ,  2    ,  3    
IL    ,            58,    7684.896,       0.133,       0.654,       0.133, 1     ,  5    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  2    ,  2    ,  3    ,  5    
IL    ,            58,    8542.286,       0.106,       0.106,       0.106, 2     ,  5    , 1     , 1     , 1     , 98    ,  6    ,  1    ,  2    ,  2    ,  3    ,  1    
IL    ,            58,    8542.286,       0.204,       0.204,       0.204, 2     ,  5    , 1     , 1     , 1     , 98    ,  6    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            58,    6395.533,       0.248,       1.740,       0.393, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  5    
IL    ,            58,    6395.533,       0.082,       0.157,       0.082, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            58,    6395.533,       0.889,       0.889,       0.614, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    , 94    
IL    ,            58,    7109.071,       0.649,       0.649,       0.649, 2     , 77    , 1     , 1     , 1     ,  1    ,  5    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            58,    6395.533,       1.188,       1.188,       0.836, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  2    
IL    ,            58,    6046.638,       0.696,       0.696,       0.696, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    , 96    
IL    ,            58,    6046.638,       0.833,       0.833,       0.833, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    ,  5    
IL    ,            58,    7244.363,       0.830,       0.830,       0.830, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  2    , 77    ,  1    ,  1    ,  5    
IL    ,            58,    8704.853,       0.058,       0.058,       0.058, 2     , 77    , 2     , 1     , 1     ,  4    ,  6    ,  2    , 77    ,  2    ,  3    ,  4    
IL    ,            58,    8704.853,       0.249,       0.249,       0.249, 2     , 77    , 2     , 1     , 1     ,  3    ,  4    ,  2    , 77    ,  2    ,  2    ,  1    
IL    ,            58,    8704.853,       0.050,       0.050,       0.050, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  2    , 77    ,  2    ,  2    ,  2    
IL    ,            58,    7794.641,       4.269,       4.269,       2.996, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  1    
IL    ,            58,    7794.641,       0.593,       0.593,       0.449, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            58,    7794.641,       1.170,       1.170,       0.860, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            58,    7794.641,       0.703,       0.703,       0.656, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  3    ,  2    
IL    ,            58,    7794.641,       2.907,       2.907,       1.111, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            58,    7794.641,       2.040,       2.040,       1.145, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            58,    9029.843,       0.168,       0.168,       0.168, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  1    ,  2    ,  2    ,  2    ,  1    
IL    ,            58,    7109.071,       0.405,       0.405,       0.302, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  2    , 77    ,  2    ,  1    ,  3    
IL    ,            58,    7244.363,       0.268,       0.268,       0.268, 2     , 77    , 2     , 1     , 1     ,  4    ,  6    ,  2    , 77    ,  2    ,  2    ,  3    
IL    ,            58,    7244.363,       0.345,       0.345,       0.345, 2     , 77    , 2     , 1     , 1     ,  4    ,  6    ,  2    , 77    ,  2    ,  3    , 94    
IL    ,            58,    7244.363,       0.046,       0.046,       0.046, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  2    ,  2    ,  2    
IL    ,            58,    7244.363,       0.096,       0.096,       0.096, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  2    , 77    ,  2    ,  1    ,  4    
IL    ,            58,    7244.363,       0.214,       0.214,       0.214, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  2    ,  3    ,  4    
IL    ,            58,    7244.363,       0.151,       0.151,       0.151, 2     , 77    , 2     , 1     , 1     ,  3    ,  4    ,  2    , 77    ,  2    ,  3    ,  3    
IL    ,            58,    7244.363,       0.241,       0.241,       0.241, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  2    , 77    ,  2    ,  3    ,  4    
IL    ,            58,    7244.363,       0.171,       0.171,       0.171, 2     , 77    , 2     , 1     , 1     ,  4    ,  4    ,  2    , 77    ,  2    ,  2    ,  4    
IL    ,            58,    8542.286,       0.142,       0.142,       0.142, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  1    ,  2    ,  2    ,  2    ,  5    
IL    ,            58,    8542.286,       0.036,       0.036,       0.036, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  2    ,  2    ,  1    ,  5    
IL    ,            58,    8542.286,       0.568,       0.568,       0.568, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  1    ,  1    ,  2    ,  2    ,  4    
IL    ,            58,    7684.896,       2.450,       2.450,       1.504, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  4    
IL    ,            59,    7356.563,       0.021,       0.021,       0.021, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  1    ,  2    ,  2    ,  2    ,  4    
IL    ,            59,    7356.563,       0.253,       0.253,       0.253, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  2    , 77    ,  1    ,  3    ,  5    
IL    ,            59,    7219.176,       0.239,       0.239,       0.239, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            59,    7219.176,       0.000,       0.000,       0.000, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  1    ,  2    ,  2    ,  2    ,  5    
IL    ,            59,    7219.176,       0.997,       0.997,       0.997, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  2    ,  2    
IL    ,            59,    7684.896,       4.140,       4.140,       1.601, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            59,    7684.896,       1.069,       1.069,       0.751, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            59,    7684.896,       0.830,       0.830,       0.658, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            59,    7684.896,       1.630,       1.630,       1.247, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            59,    9029.843,       0.666,       0.666,       0.666, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  2    ,  2    ,  3    
IL    ,            59,    9029.843,       0.952,       0.952,       0.952, 2     , 77    , 1     , 1     , 1     ,  1    ,  4    ,  2    , 77    ,  2    ,  1    ,  5    
IL    ,            59,    9029.843,       0.399,       0.399,       0.399, 2     , 77    , 1     , 1     , 1     ,  1    ,  4    ,  2    , 77    ,  2    ,  1    ,  3    
IL    ,            59,    9029.843,       0.112,       0.112,       0.112, 2     , 77    , 2     , 1     , 1     ,  2    ,  4    ,  2    , 77    ,  2    ,  1    ,  2    
IL    ,            59,    9029.843,       0.303,       0.303,       0.303, 2     , 77    , 2     , 1     , 1     ,  2    ,  4    ,  2    , 77    ,  2    ,  2    ,  3    
IL    ,            59,    9029.843,       0.150,       0.150,       0.150, 2     , 77    , 2     , 1     , 1     ,  2    ,  4    ,  2    , 77    ,  2    ,  2    ,  3    
IL    ,            59,    9029.843,       0.481,       0.481,       0.481, 2     , 77    , 2     , 1     , 1     ,  3    ,  5    ,  2    , 77    ,  2    ,  1    ,  5    
IL    ,            59,    9029.843,       0.308,       0.308,       0.308, 2     , 77    , 2     , 1     , 1     ,  4    ,  4    ,  2    , 77    ,  2    ,  3    ,  4    
IL    ,            59,   10308.215,       0.354,       0.354,       0.460, 2     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            59,   10308.215,       0.849,       0.849,       0.915, 2     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            59,   10308.215,       3.623,       3.623,       2.027, 2     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            59,   10308.215,       1.986,       1.986,       1.321, 2     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            59,   10308.215,       1.730,       1.730,       0.963, 2     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            59,   10308.215,       1.817,       1.817,       2.038, 2     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            59,   10308.215,       9.789,       9.789,       6.516, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            59,   10308.215,       2.227,       2.227,       1.389, 2     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  1    ,  3    ,  3    
IL    ,            59,    7219.176,       3.062,       3.062,       1.915, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  3    ,  2    
IL    ,            59,    6494.586,       1.823,       1.823,       1.276, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            59,    6494.586,       3.832,       3.832,       2.444, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            59,    6140.287,       1.991,       1.991,       1.991, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  2    
IL    ,            59,    6494.586,       0.764,       0.764,       0.598, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  1    
IL    ,            59,    6494.586,       1.443,       1.443,       1.020, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            59,    9029.843,       0.470,       0.470,       0.470, 2     , 77    , 2     , 1     , 1     ,  3    , 94    ,  2    , 77    ,  2    ,  1    ,  2    
IL    ,            59,    9029.843,       0.404,       0.404,       0.404, 2     , 77    , 2     , 1     , 1     ,  3    , 94    ,  2    , 77    ,  2    ,  1    ,  2    
IL    ,            59,    9029.843,       0.000,       0.000,       0.000, 2     , 77    , 2     , 1     , 1     ,  3    , 94    ,  2    , 77    ,  2    ,  3    ,  1    
IL    ,            59,    8664.276,       0.000,       0.000,       0.000, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  2    ,  2    ,  4    
IL    ,            59,    8829.165,       0.443,       0.443,       0.443, 2     , 77    , 2     , 1     , 1     ,  3    ,  4    ,  2    , 77    ,  2    ,  1    ,  2    
IL    ,            59,    8829.165,       0.121,       0.121,       0.121, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  1    ,  3    , 94    
IL    ,            59,    7794.641,       0.427,       0.427,       0.305, 2     ,  4    , 1     , 2     , 3     , 77    , 94    ,  1    ,  1    ,  1    ,  3    ,  1    
IL    ,            59,    8664.276,       0.051,       0.051,       0.349, 2     , 77    , 1     , 1     , 1     ,  1    ,  4    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            60,    7794.641,       0.000,       0.000,       0.000, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  2    ,  1    ,  3    ,  1    
IL    ,            60,    7794.641,       1.360,       1.360,       0.713, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  3    
IL    ,            60,    7794.641,       0.006,       0.303,       0.009, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  3    
IL    ,            60,    7794.641,       0.693,       0.693,       0.395, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  2    
IL    ,            60,    7794.641,       2.953,       2.953,       1.575, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            60,    7794.641,       3.144,       3.144,       1.665, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            60,    7794.641,       0.719,       2.544,       0.730, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            60,    7794.641,       2.118,       2.118,       1.121, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            60,    6494.586,       0.743,       0.743,       0.515, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            60,    6494.586,       0.532,       0.532,       0.326, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  2    
IL    ,            60,    6494.586,       0.511,       0.511,       0.352, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            60,    6494.586,       0.577,       0.577,       0.393, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            60,    6494.586,       1.238,       1.238,       0.834, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  2    
IL    ,            60,    6494.586,       0.180,       0.180,       0.150, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            60,    6494.586,       0.448,       0.448,       0.332, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  1    
IL    ,            60,    6494.586,       0.659,       0.659,       0.447, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  1    
IL    ,            60,    7109.071,       0.135,       0.135,       0.135, 2     , 77    , 2     , 1     , 1     ,  2    , 94    ,  2    , 77    ,  2    ,  3    ,  2    
IL    ,            60,    6046.638,       3.973,       3.973,       3.973, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  3    ,  3    
IL    ,            60,    8664.276,       1.997,       1.997,       1.134, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            60,    8664.276,       2.605,       2.605,       1.403, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  2    ,  3    
IL    ,            60,    8664.276,       0.568,       6.339,       0.568, 1     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  3    ,  4    
IL    ,            60,    7794.641,       0.983,       5.175,       0.885, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            60,    8542.286,       0.375,       0.375,       0.200, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  2    ,  1    ,  1    ,  4    
IL    ,            61,    6395.533,       1.236,       1.236,       1.320, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            61,    6395.533,       0.781,       1.895,       0.781, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  3    
IL    ,            61,    8664.276,       0.441,       0.441,       0.216, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            61,    8829.165,       0.113,       0.113,       0.129, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  2    ,  1    ,  4    
IL    ,            61,    7794.641,       0.209,       0.165,       0.142, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  3    ,  5    
IL    ,            61,    8664.276,       0.114,       0.106,       0.124, 1     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            61,    8542.286,       0.057,       0.057,       0.057, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  1    ,  2    ,  2    ,  1    ,  1    
IL    ,            61,    8704.853,       0.303,       0.303,       0.303, 2     , 77    , 2     , 1     , 1     ,  4    ,  5    ,  1    ,  2    ,  2    ,  2    ,  4    
IL    ,            61,    8704.853,       0.234,       0.234,       0.234, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  2    , 77    ,  2    ,  1    ,  1    
IL    ,            61,    8704.853,       0.219,       0.219,       0.219, 2     , 77    , 2     , 1     , 1     ,  3    ,  5    ,  2    , 77    ,  2    ,  2    ,  1    
IL    ,            61,    7684.896,       2.155,       2.155,       1.052, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            61,    7684.896,       2.544,       2.544,       1.419, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  2    
IL    ,            61,    7684.896,       3.716,       3.716,       1.697, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  3    
IL    ,            61,    7369.421,       0.282,       0.282,       0.282, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  3    
IL    ,            61,    7794.641,       0.304,       0.304,       0.449, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            61,    7369.421,       0.124,       0.124,       0.124, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  2    
IL    ,            61,    7794.641,       0.612,       0.612,       0.516, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  3    
IL    ,            61,    7794.641,       3.457,       3.457,       2.524, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            61,    7794.641,       0.904,       0.904,       0.559, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            61,    7794.641,       1.625,       1.625,       1.108, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            61,    7794.641,       0.990,       0.990,       0.446, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  3    
IL    ,            61,    7794.641,       1.873,       1.873,       1.406, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            61,    7794.641,       0.422,       0.914,       0.370, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            61,    7794.641,       1.064,       1.064,       0.616, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
IL    ,            61,    7794.641,       0.191,       0.553,       0.198, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  5    
IL    ,            61,    7794.641,       1.424,       1.621,       1.424, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            61,    7794.641,       1.578,       1.578,       1.124, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  5    
IL    ,            61,    7794.641,       0.997,       0.997,       0.802, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            61,    7447.025,       0.079,       0.079,       0.079, 2     , 77    , 2     , 1     , 1     ,  3    ,  5    ,  2    , 77    ,  2    ,  3    ,  5    
IL    ,            61,    7447.025,       0.440,       0.440,       0.440, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  1    ,  2    ,  2    ,  3    ,  5    
IL    ,            61,    6574.449,       0.284,       0.445,       0.284, 1     ,  5    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            61,    7447.025,       0.638,       0.638,       0.638, 2     , 77    , 2     , 1     , 1     ,  4    ,  6    ,  2    , 77    ,  1    ,  2    ,  3    
IL    ,            61,    9029.843,       0.627,       0.627,       0.627, 2     , 77    , 2     , 1     , 1     ,  5    ,  6    ,  1    ,  2    ,  2    ,  2    , 94    
IL    ,            61,    8704.853,       0.246,       0.246,       0.246, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  2    ,  1    , 96    
IL    ,            61,    8704.853,       0.164,       0.164,       0.164, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  2    , 77    ,  2    ,  2    ,  3    
IL    ,            61,    8542.286,       1.251,       1.251,       1.251, 2     , 77    , 1     , 1     , 1     ,  1    ,  5    ,  1    ,  1    ,  1    ,  2    ,  2    
IL    ,            62,    7684.896,       0.590,       0.590,       0.382, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            62,    7684.896,       2.441,       2.441,       1.613, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            62,    6494.586,       0.825,       0.825,       0.610, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            62,    6494.586,       0.558,       0.558,       0.449, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  3    
IL    ,            62,    6494.586,       0.557,       0.557,       0.409, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  1    
IL    ,            62,    6494.586,       0.583,       0.583,       0.499, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            62,    6494.586,       1.280,       1.280,       1.158, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  2    
IL    ,            62,    6494.586,       0.295,       0.409,       0.295, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  4    
IL    ,            62,    6494.586,       2.594,       2.594,       2.254, 2     ,  2    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  1    ,  1    ,  3    
IL    ,            62,    7794.641,       4.866,       4.866,       3.403, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  5    
IL    ,            62,    7794.641,       0.316,       0.316,       0.209, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
IL    ,            62,    7794.641,       0.335,       0.335,       0.260, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  3    
IL    ,            62,    7794.641,       0.876,       0.876,       0.549, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            62,    7794.641,       0.240,       0.240,       0.345, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
IL    ,            62,    7794.641,       1.301,       1.301,       1.037, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  3    
IL    ,            62,    7794.641,       4.013,       4.013,       2.995, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
